name,category,code
mele nicoter kanzi 78/83 gr 800 italia i categoria,ortofrutta frutta fresca,01.1.6.3
mele pink lady calibro 75 80 cile i categoria,ortofrutta frutta fresca,01.1.6.3
percorso qualita mele golden delicious italia cal. 75/80 cat. l conad,ortofrutta frutta fresca,01.1.6.3
f&v mele morghenduft it 80/85 al kg,ortofrutta frutta fresca,01.1.6.3
conad cous cous 250 g,ortofrutta legumi e cereali,01.1.1.5
nuova terra scelti per te cous cous 400 g,ortofrutta legumi e cereali,01.1.1.5
cous cous 250 g conad,ortofrutta legumi e cereali,01.1.1.5
patate novella orig. italia,ortofrutta verdure,01.1.7.5
patate tondello vasc.1kg,ortofrutta verdure,01.1.7.5
conad verso natura bio patate a pasta gialla bio colomba italia cal. 40/60 1000 g,ortofrutta verdure,01.1.7.5
"selenella novella 1,5 kg",ortofrutta verdure,01.1.7.5
"conad percorso qualita patate per tutti gli usi vivaldi italia cal. 45/75 2,0 kg",ortofrutta verdure,01.1.7.5
"conad percorso qualita patate ideali per fritture vivaldi italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5
"patate per tutti gli usi vivaldi italia cal. 45/75 1,5 kg percorso qualita conad",ortofrutta verdure,01.1.7.5
"conad percorso qualita patate per tutti gli usi colomba italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5
"patate nov.iodi'kg.1,25 italia ict",ortofrutta verdure,01.1.7.5
"patate della sila igp s&d ita 1,5kg",ortofrutta verdure,01.1.7.5
"conad percorso qualita patate rosse labella italia cal. 45/75 1,5kg",ortofrutta verdure,01.1.7.5
"patate rosse labella italia cal. 45/75 1,5kg percorso qualita conad",ortofrutta verdure,01.1.7.5
patate avezzano igp italia i categoria kg 1.5,ortofrutta verdure,01.1.7.5
patate alto viterbese igp kg 2 italia i categoria,ortofrutta verdure,01.1.7.5
patate della sila igp rosse i categoria kg 1.5,ortofrutta frutta fresca,01.1.7.5
"patate colomba italia cal. 45/75 2,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5
patate rosse italia icategoria kg 1.5,ortofrutta verdure,01.1.7.5
"patate novelle iodi kg. 1,5 italia",ortofrutta verdure,01.1.7.5
patate italia cat. i,ortofrutta verdure,01.1.7.5
patate dolci vasc.800g egitto i cat,ortofrutta verdure,01.1.7.5
patate viola 500g italia i cat,ortofrutta verdure,01.1.7.5
patate ita s.4kg,ortofrutta verdure,01.1.7.5
patate dolci orig.stati uniti,ortofrutta verdure,01.1.7.5
patate tondello italia cat. i vaschetta 1kg,ortofrutta verdure,01.1.7.5
patate naturella x bollito kg 1.5 francia ii categoria,ortofrutta verdure,01.1.7.5
"patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5
"patate della sila kg 1,5 igp italia i categoria",ortofrutta verdure,01.1.7.5
patate chef,ortofrutta verdure,01.1.7.5
patate emiliane romagnole kg5,ortofrutta verdure,01.1.7.5
patate piccoli ortolani francia cl45/75,ortofrutta verdure,01.1.7.5
patate a pasta gialla bio colomba italia cal. 40/60 1000 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.5
patate ita cpq.vb.4kg,ortofrutta verdure,01.1.7.5
patate calabria rt.kg.3 it.i cat.,ortofrutta verdure,01.1.7.5
"conad percorso qualita patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg",ortofrutta verdure,01.1.7.5
opera pera abate 90 g,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere abate fetel italia cal. 65/70 850 g,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3
pere abate cpq cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams rosso italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3
pere kaiser 70/75 vass.gr.750 it.ic,ortofrutta frutta fresca,01.1.6.3
"conad verso natura bio pere william italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3
pere williams cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3
pere decana cat.i cal.85-90 orig.ndl,ortofrutta frutta fresca,01.1.6.3
pere conference calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad percorso qualita pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere red bartlet argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3
"conad verso natura bio pere abate italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3
pere abate 65/70 cile 750g i cat,ortofrutta frutta fresca,01.1.6.3
pere coscia or.cile 45+ 500g icat,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams italia cal. 65/70 1 kg,ortofrutta frutta fresca,01.1.6.3
pere coscia cile c.50/55 i cat,ortofrutta frutta fresca,01.1.6.3
pere coscia 500g orsero cile i cat,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3
pere abate cat.i cal.70-75 orig.sud africva,ortofrutta frutta fresca,01.1.6.3
pere kaiser cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3
pere williams cat.i cal.70/75 orig.argentina,ortofrutta frutta fresca,01.1.6.3
abate f. i 60-65 ita cs.1kg.,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3
kaiser i 65-70 ita igp.vs.650g,ortofrutta frutta fresca,01.1.6.3
"pere abate italia cal. 65/70 0,600 kg verso natura bio conad",ortofrutta frutta e verdure biologiche,01.1.6.3
"abate i 65-70 ita igp.vs.0,80g",ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere max red bartlett argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3
pere angelys 70/75 700g 4fr.it ict,ortofrutta frutta fresca,01.1.6.3
pere rocha cal.65/70 portogallo ict,ortofrutta frutta fresca,01.1.6.3
pere abate cal.65/70 cpq it.i cat.,ortofrutta frutta fresca,01.1.6.3
pere carmen c.55/65 c.ap.ita.i cat,ortofrutta frutta fresca,01.1.6.3
pere conference 60+ italia i cat,ortofrutta frutta fresca,01.1.6.3
pere abate calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3
pere abate fetel cat.i cal.65-70 orig.cile,ortofrutta frutta fresca,01.1.6.3
pere s.maria 65+ or.italia i cat.,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams italia cal. 65/70 1000 g,ortofrutta frutta fresca,01.1.6.3
pere abate 75/75 cile i cat,ortofrutta frutta fresca,01.1.6.3
pere coscia cat.i cal.50+ orig.italia,ortofrutta frutta fresca,01.1.6.3
pere conference 65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3
pere abate vass.650g 60/65 ita.i ct,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 75/80 900 g,ortofrutta frutta fresca,01.1.6.3
f&v pere conference ct i al kg,ortofrutta frutta fresca,01.1.6.3
pere decana cat.i cal.75/80 orig.cile,ortofrutta frutta fresca,01.1.6.3
percorso qualita pere abate fetel italia cal. 70/75 cat. i conad,ortofrutta frutta fresca,01.1.6.3
pere coscia cal.50+ or.spagna icat,ortofrutta frutta fresca,01.1.6.3
f&v pere decana padel.za 70/80 cera la al kg,ortofrutta frutta fresca,01.1.6.3
conad cpq pere abate ct i al kg,ortofrutta frutta fresca,01.1.6.3
pere abate cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3
pere coscia calibro 50+ italia i categoria,ortofrutta frutta fresca,01.1.6.3
pere conference italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3
pere coscia cile cal.50/55 i cat,ortofrutta frutta fresca,01.1.6.3
pere kaiser 70/75 cpq italia i cat.,ortofrutta frutta fresca,01.1.6.3
"conad percorso qualita pere abate fetel italia cal. 65/70 0,850 kg",ortofrutta frutta fresca,01.1.6.3
pere santa maria italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3
pera williams bianca cat.i cal.65-70 orig.sudafrica,ortofrutta frutta fresca,01.1.6.3
pere abate 65/70 vassoio gr 750 cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3
pere conference cat.i cal 70-75 orig.olanda,ortofrutta frutta fresca,01.1.6.3
pere conference italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3
pere abate it cti 55/65  kg1,ortofrutta frutta fresca,01.1.6.3
pere kaiser cile cal.70+c.org.icat,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere williams italia cal. 65/70 mm 1000 g,ortofrutta frutta fresca,01.1.6.3
pere abate estero cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3
pere decana cal. 80/85 cat. i paesi bassi,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3
pere carmen cal.65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3
pere conference 70/75 italia i categoria,ortofrutta frutta fresca,01.1.6.3
pere coscia 45+ vs.500g or.cile ict,ortofrutta frutta fresca,01.1.6.3
f&v pere coscia cile cti cl50/55 al kg,ortofrutta frutta fresca,01.1.6.3
pere coscia italia cal.45+ 3x4 ict*,ortofrutta frutta fresca,01.1.6.3
pere decana ceralacca 75/80 it.icat,ortofrutta frutta fresca,01.1.6.3
pere kaiser 65/70 conad pq italia i categoria,ortofrutta frutta fresca,01.1.6.3
pere conference 65/70 olanda icat,ortofrutta frutta fresca,01.1.6.3
pere abate italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pere william bianche argentina cal. 65/70 cat. i 650g,ortofrutta frutta fresca,01.1.6.3
decana 75/80  i  cile  ct.,ortofrutta frutta fresca,01.1.6.3
f&v pere coscia cile cal 55/60 cat i al kg,ortofrutta frutta fresca,01.1.6.3
pere s.maria i 60-65 ita vs.800gr,ortofrutta frutta fresca,01.1.6.3
"conad percorso qualita pere max red barlett cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3
p.williams rosse 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3
p.williams verdi 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3
"conad percorso qualita pere williams italia cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3
pere decana italia cal. 70/75 cat. i,ortofrutta frutta fresca,01.1.6.3
pere carmen cat.i cal.70-75 orig.ita,ortofrutta frutta fresca,01.1.6.3
pere abate cal.55/65 kg.1 it.ii cat,ortofrutta frutta fresca,01.1.6.3
pere carmen cal.60/65 c.ap.ita.i ct,ortofrutta frutta fresca,01.1.6.3
p.williams verdi 65/70 sud.afr.i ct,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad pesche saturnia delle colline marchigiane italia cal. a 500 g,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
pesca gialla cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche percoche cal.aa cpq ita.i.ct,ortofrutta frutta fresca,01.1.6.3
"conad verso natura bio nettarine gialle bio italia cal. a 0,750 kg",ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera cal.a italia icat,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita nettarine gialle big bang italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3
"conad verso natura bio pesche gialle bio cal. b 0,750 kg",ortofrutta frutta e verdure biologiche,01.1.6.3
pesche tabacchiera b spagna 3x4 ic,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera cal.aa cpq it.ict,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera aa italia i cat.,ortofrutta frutta fresca,01.1.6.3
pesca noce gialle cat.i cal.a orig.cile,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.aa cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3
pesche noci p.gialla aa cpq.it.icat,ortofrutta frutta fresca,01.1.6.3
pesche nettarine gialle italia cal. b cat. ii,ortofrutta frutta fresca,01.1.6.3
pesca gialla i aa ita cpq pd.,ortofrutta frutta fresca,01.1.6.3
pesche bianche a italia i cat,ortofrutta frutta fresca,01.1.6.3
percorso qualita pesche gialle italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3
pesche bianche cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera aaa kg 1 terre sabine italia i,ortofrutta frutta fresca,01.1.6.3
percorso qualita pesche gialle italia cal. a cat. i conad,ortofrutta frutta fresca,01.1.6.3
pesche gialle aaa  italia i categoria,ortofrutta frutta fresca,01.1.6.3
percorso qualita pesche bianche italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.a italia i cat.,ortofrutta frutta fresca,01.1.6.3
pesche percoche cal.a or.it.i cat.,ortofrutta frutta fresca,01.1.6.3
pesche bianche aa cpq i cat.italia,ortofrutta frutta fresca,01.1.6.3
pesche tabacchiere bianche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3
pesca di leonforte igp a sicil.ic,ortofrutta frutta fresca,01.1.6.3
pesche percoche aa spagna icat,ortofrutta frutta fresca,01.1.6.3
"conad verso natura bio nettarine gialle bio cal. b 0,750 kg",ortofrutta frutta fresca,01.1.6.3
pesche percoche b cest.ap.sp.i cat,ortofrutta frutta fresca,01.1.6.3
pesche gialle b cest.kg.1 it.i cat.,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche percoche cal.aa it.i cat,ortofrutta frutta fresca,01.1.6.3
pesche percoche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3
pesche noci p.bianca aa it.i cat,ortofrutta frutta fresca,01.1.6.3
pesche noci p.gialla aa it.i cat.,ortofrutta frutta fresca,01.1.6.3
pesche gialle italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
pesche bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
pesche percoche a spagna 3x5 i cat,ortofrutta frutta fresca,01.1.6.3
f&v nettarine cl b al kg,ortofrutta frutta fresca,01.1.6.3
pesca bianca cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
pesca bianca cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
pesche bianche spagna aa i cat.,ortofrutta frutta fresca,01.1.6.3
pesca noce gialle cat.i cal.aa orig.cile,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.aa spagna i ct,ortofrutta frutta fresca,01.1.6.3
nettarine gialle it i  b kg1,ortofrutta frutta fresca,01.1.6.3
f&v pesca gialla i scelta cal a al kg,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
pesche nettarine bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
pesca noce bianca cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche noci p.gialla cl.a cpq.it.ic,ortofrutta frutta fresca,01.1.6.3
pesche bianche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3
pesca noce bianca i aa cpq pd.,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pesche gialle,ortofrutta frutta fresca,01.1.6.3
percorso qualita pesche nettarine gialle italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3
pesche bianche cal.a cpq ita.i cat,ortofrutta frutta fresca,01.1.6.3
pesca noce bianca cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
sapori & dintorni conad percorso qualita pesche saturnia delle colline marchigiane italia cal.a 500g,ortofrutta frutta fresca,01.1.6.3
pesca gialla cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche bianche italia cal. aaa cat. i,ortofrutta frutta fresca,01.1.6.3
pesche tabacchiere bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
f&v pesca bianca bivona cti cl b kg 1,ortofrutta frutta fresca,01.1.6.3
pesche bianche aaa terre sabine italia i cat,ortofrutta frutta fresca,01.1.6.3
pescabivona i  a ita igp cs.1kg,ortofrutta frutta fresca,01.1.6.3
f&v pesca bianca ct i al kg,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita pesche bianche maria bianca italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3
pesca bianca saturnia cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
f&v pesca tabacchiera i scelta al kg,ortofrutta frutta fresca,01.1.6.3
pesche noci conf kg.1,ortofrutta frutta fresca,01.1.6.3
pesca gialla cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
f&v pesca tabacchiera i gialla al kg,ortofrutta frutta fresca,01.1.6.3
pesche percoche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3
f&v pesca bianca di bivona cl a al kg,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.24/26 it.ii cat,ortofrutta frutta fresca,01.1.6.3
pesca gialla (percoche) cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
nettarine b.piatte  i a ita 600g,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera b 500g ita.i cat,ortofrutta frutta fresca,01.1.6.3
pesca noce bianca  i  aa esp.pd.,ortofrutta frutta fresca,01.1.6.3
pesche gialle italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3
pesche bianche aaa italia 4x6 icat,ortofrutta frutta fresca,01.1.6.3
conad percorso qualita nettarine bianche romagna red italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3
pesca bianca cpq cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche gialle bio italia ii categoria gr 750,ortofrutta frutta e verdure biologiche,01.1.6.3
pesche gialle cal.a/aa it.ii cat,ortofrutta frutta fresca,01.1.6.3
pesca di leonforte igp aa sic.it.ic,ortofrutta frutta fresca,01.1.6.3
pesche gialle  italia i categoria,ortofrutta frutta fresca,01.1.6.3
pesca percoche i  a esp pd.,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera cal.aa spagna i c,ortofrutta frutta fresca,01.1.6.3
pesche bianche cal.b italia i cat,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla i  aaa ita cpq,ortofrutta frutta fresca,01.1.6.3
pesca percoche aa spagna i cat,ortofrutta frutta fresca,01.1.6.3
pesche nettarine gialle italia cal. a cat. ii,ortofrutta frutta fresca,01.1.6.3
pesche nettarine gialle italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3
pesche percoche cal.aa spagna icat.,ortofrutta frutta fresca,01.1.6.3
pesca saturnia s&d gr.500,ortofrutta frutta fresca,01.1.6.3
pesche noci gialle i aa cile,ortofrutta frutta fresca,01.1.6.3
pesca bianca saturnia cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera cal.a 500g it.ict,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla i a ita cpq,ortofrutta frutta fresca,01.1.6.3
pesca gialla i aaa ita cpq pd.,ortofrutta frutta fresca,01.1.6.3
pesca gialla cat i cal aaa orig.ita,ortofrutta frutta fresca,01.1.6.3
pesche nettarine gialle italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla cat i cal aaa orig. ita,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.a italia i cat,ortofrutta frutta fresca,01.1.6.3
pesche bianche i  aa esp,ortofrutta frutta fresca,01.1.6.3
pesche gialle italia cal. aaa cat. ii,ortofrutta frutta fresca,01.1.6.3
pesche gialle cal.a conad p.q.it.ic,ortofrutta frutta fresca,01.1.6.3
pesche nettarine gialle italia cal. c cat. i,ortofrutta frutta fresca,01.1.6.3
percorso qualita pesche nettarine gialle italia cal. a cat. i conad,ortofrutta frutta fresca,01.1.6.3
pesche bianche italia cal. b cat. i,ortofrutta frutta fresca,01.1.6.3
f&v pesca percoca ct i cal aa al kg,ortofrutta frutta fresca,01.1.6.3
pesche bianche cal.a italia i cat,ortofrutta frutta fresca,01.1.6.3
pesca bianca i  aa ita (saturnia),ortofrutta frutta fresca,01.1.6.3
pesche gialle cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3
pesche noci  it.i cat,ortofrutta frutta fresca,01.1.6.3
pesca noce gialla i a ita,ortofrutta frutta fresca,01.1.6.3
pesche gialle b ces.ap.3x4 spa.ict,ortofrutta frutta fresca,01.1.6.3
pesche gialle  conad pq italia i categoria,ortofrutta frutta fresca,01.1.6.3
pesche bianche cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3
f&v nettarine gialle it i b kg 1,ortofrutta frutta fresca,01.1.6.3
f&v pesca tabacchiera ii scelta al kg,ortofrutta frutta fresca,01.1.6.3
pesca tabacchiera cal.a italia ic*,ortofrutta frutta fresca,01.1.6.3
f&v pesche percoche gialle cl a al kg,ortofrutta frutta fresca,01.1.6.3
conad cpq pesche gialle ct i cl aa al kg,ortofrutta frutta fresca,01.1.6.3
pesche tabacchiera cal.a it i cat,ortofrutta frutta fresca,01.1.6.3
pesca percoca ct i cal aa al kg,ortofrutta frutta fresca,01.1.6.3
pesca gialla percoche cat.i cal.aa origine italia,ortofrutta frutta fresca,01.1.6.3
f&v pesca bianca cti cl b al kg,ortofrutta frutta fresca,01.1.6.3
pesca gialla i a ita cpq,ortofrutta frutta fresca,01.1.6.3
pesche gialle b s.africa i cat,ortofrutta frutta fresca,01.1.6.3
pesca b. i b ita cs.1kg(saturnia),ortofrutta frutta fresca,01.1.6.3
**pesche noci cal.aa/aaa rinfusa,ortofrutta frutta fresca,01.1.6.3
conad cpq pesche gialle conf. kg.1,ortofrutta frutta fresca,01.1.6.3
pesche gialle camp.800g valf.it.ict,ortofrutta frutta fresca,01.1.6.3
pesche noci p.gialla cal.c it.i cat,ortofrutta frutta fresca,01.1.6.3
pesche percoche aaa italia i categoria,ortofrutta frutta fresca,01.1.6.3
conad cpq pesche bianche ct i cl a al kg,ortofrutta frutta fresca,01.1.6.3
pesche tabacchiere saturnia sapori e dintorni italia i,ortofrutta frutta fresca,01.1.6.3
pesche gialle cat ii ita,ortofrutta frutta fresca,01.1.6.3
giravolte fingerfood bocconcini di patate con speck e formaggio 170 g,formaggi e salumi salumi confezionati,01.1.2.5
conad verso natura veg zuppa toscana 620 g,ortofrutta verdure,01.1.9.1
colfiorito zuppa d'orzo e legumi 400 g,ortofrutta legumi e cereali,01.1.9.1
conad verso natura veg minestrone di verdure 620 g,ortofrutta verdure,01.1.9.1
conad verso natura veg vellutata patate e porri con crostini croccanti 365 g,ortofrutta verdure,01.1.9.1
"bonduelle cereallegre farro alla mediterranea con ""feta dop"" 200 g",ortofrutta verdure,01.1.9.1
conad verso natura bio zuppa con farro biologica 300 g,ortofrutta legumi e cereali,01.1.9.1
bonduelle cereallegre cous cous delizioso 200 g,ortofrutta verdure,01.1.9.1
conad verso natura veg zuppa contadina 620 g,ortofrutta verdure,01.1.9.1
conad verso natura veg farro e orzo con verdure 200 g,ortofrutta verdure,01.1.9.1
conad verso natura veg cous cous 200 g,ortofrutta verdure,01.1.9.1
conad verso natura veg passato di verdure 620 g,ortofrutta verdure,01.1.9.1
conad verso natura veg vellutata zucca e carote con crostini croccanti 365 g,ortofrutta verdure,01.1.9.1
bonduelle cereallegre riso venere sfizioso 200 g,ortofrutta verdure,01.1.9.1
patate cotte a vapore 500 g conad,ortofrutta verdure,01.1.9.1
dimmidisi le zuppe fresche vellutata di patate e porri 620 g,ortofrutta verdure,01.1.9.1
bonta di stagione le invernali vellutata di carciofi con patate 350 g,ortofrutta verdure,01.1.9.1
bonta di stagione le invernali zuppa di cicoria con patate e ceci 350 g,ortofrutta verdure,01.1.9.1
dimmidisi il burger fresco bocconcini con spinaci e patate 200 g,ortofrutta verdure,01.1.2.5
pure' patate conformaggi bonta di stagione gr 420,ortofrutta verdure,01.1.9.1
vellutata patate e porri con crostini croccanti 365 g verso natura veg conad,ortofrutta verdure,01.1.9.1
bis patate e fagiolini cot.vap.250g,ortofrutta verdure,01.1.9.1
patate cotta vapore tura 250g,ortofrutta verdure,01.1.9.1
patate cotte al forno 200g,ortofrutta verdure,01.1.9.1
"bonta di stagione le estive gazpacho con peperoni, pomodori e cetrioli 350 g",ortofrutta verdure,01.1.9.1
tris melanz/zucch/peper.grigl.200g,ortofrutta verdure,01.1.9.1
melanzane al forno tura 200g,ortofrutta verdure,01.1.9.1
dimmidisi il burger fresco con quinoa e zucchine grigliate 200 g,ortofrutta verdure,01.1.9.1
zucchine cotta vapore tura 250g,ortofrutta verdure,01.1.9.1
zucchina grigliata riverfrut 250g,ortofrutta verdure,01.1.9.1
risotto c/zucch.e zafferano 200g,ortofrutta verdure,01.1.9.1
dimmidisi il burger fresco con quinoa e zucchine grigliate 2 x 100 g,ortofrutta verdure,01.1.2.5
dimmidisi il mini burger fresco con piselli e spinaci 4 x 50 g,ortofrutta verdure,01.1.2.5
"dimmidisi il mini burger fresco con carote, piselli e miglio 4 x 50 g",ortofrutta verdure,01.1.2.5
ceci farro riso piselli 250g p.pron,ortofrutta legumi e cereali,01.1.9.1
vellutata piselli it 180gr colfior,ortofrutta legumi e cereali,01.1.9.1
misto carote piselli birolli 300g,ortofrutta verdure,01.1.9.1
vellutata di piselli e zucchine con ricotta bonta di stagione gr 350,ortofrutta verdure,01.1.9.1
vellutata di piselli italia 180g,ortofrutta legumi e cereali,01.1.9.1
vell.di pisel./zucch/ricot.bds 350g,ortofrutta verdure,01.1.9.1
vellutata di piselli gr.180 colf.,ortofrutta verdure,01.1.9.1
piselli saporiti 300g,ortofrutta verdure,01.1.9.1
cottin tavola ortaggi grigliati peperoni grigliati 250 g,ortofrutta verdure,01.1.9.1
cime di rapa e peperonc vapore 250g,ortofrutta verdure,01.1.9.1
peperone grigliato riverfrut 250g,ortofrutta verdure,01.1.9.1
peperoni al forno tura 200g,ortofrutta verdure,01.1.9.1
"colfiorito rapidebonta orzo, farro, fagioli neri, lenticchie e kamut 250 g",ortofrutta legumi e cereali,01.1.9.1
dimmidisi le zuppe fresche pasta e fagioli 620 g,ortofrutta verdure,01.1.9.1
"colfiorito piatto fatto lenticchie, fagioli neri, orzo, farro, grano duro 250 g",ortofrutta legumi e cereali,01.1.9.1
nuova terra voglio riscoprire zuppa con fagioli rossi 160 g,ortofrutta legumi e cereali,01.1.9.1
cicoria cotta vapore tura 250g,ortofrutta verdure,01.1.9.1
cicoria lessata la campagnola,ortofrutta verdure,01.1.9.1
zuppa di cicoria pat.ceci bds 350g,ortofrutta verdure,01.1.9.1
cicoria lessata la campagnola gr250,ortofrutta verdure,01.1.9.1
bonta di stagione riso & verdure carciofi e radicchio 300 g,ortofrutta verdure,01.1.9.1
risotto carciofi/radicchio bds 300g,ortofrutta verdure,01.1.9.1
spinaci al vapore 300g,ortofrutta verdure,01.1.9.1
spinaci cotta vapore tura 250g,ortofrutta verdure,01.1.9.1
spinaci vapore birolli 300g,ortofrutta verdure,01.1.9.1
dimmidisi il burger fresco bocconcini con spinaci e patate 12 bocconcini 200 g,ortofrutta verdure,01.1.2.5
