name,category,manual_code,correct_option,correct_n,llm,prediction,match
mele cripps pink lady 75/80 it.icat,ortofrutta frutta fresca,01.1.6.3,True,12,mistral:latest,01.1.6.3,True
golden mel.70/75 vs.4fr.650g it.ict,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
"""mele ambrosia""""i"""" 75-80 ita vs.800g""",ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.5,False
golden i 85-90 ita s&d igp venosta,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
mele envy 80-85 ita vs.900g,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.1,False
mela renetta melinda 80/85 s&d gr 750  italia i,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.3,True
conad percorso qualita mele pinova italia cal. 70/75 1500 g,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
percorso qualita mele golden delicious igp a. adige cal. 80/85 cat. i sapori e dintorni,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.5,False
"sapori & dintorni conad mele alto adige igp golden delicious italia cal. i 80-85 mm 0,900 kg",ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
mela fuji mela piu' calibro 75 80 italia i categoria gr 750,ortofrutta frutta fresca,01.1.6.3,True,11,mistral:latest,01.1.6.3,True
m.pink lady 75/80 vs.800g.it.i cat.,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.4,False
mele red del.80/85 s&d 900g it.icat,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.1,False
"mele red melinda bio 65/75 kg.1,2 italia ii categoria",ortofrutta frutta e verdure biologiche,01.1.6.3,True,3,mistral:latest,01.1.6.5,False
"""golden""""i""""75-80 ita vs 800g melinda""",ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.5,False
"mele red delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg sapori & dintorni conad",ortofrutta frutta fresca,01.1.6.3,True,11,mistral:latest,01.1.6.3,True
mela shinano gold yello 750g it.ict,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.5,False
"sapori & dintorni conad mele red delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg",ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
mele ambrosia 75/80 trentino it.ict,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.1,False
"""granny""""i"""" 75-80 ita cpq vs.750g""",ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
"conad percorso qualita mele fuji italia cal. 70/75 2,00 kg",ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.3,True
"mele gold melinda bio 65/75 kg.1,2 italia ii categoria",ortofrutta frutta e verdure biologiche,01.1.6.3,True,6,mistral:latest,01.1.6.5,False
m.royal gala melin.70/75 650g it.ic,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
mele golden melinda vss ita ct.i,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.5,False
mele kanzi 78-80 ita vs.800g,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.5,False
mele nicoter kanzi italia cal. 75/80 cat. i vassoio 750g,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.5,False
"""pink lady""""i""""80-85 ita vs.0,850kg""",ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.2,False
mele ambrosia italia cal. 75/80 cat. i vassoio 800g,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.5,False
"mele golden delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg sapori & dintorni conad",ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
royal gala 75/80 cpq vs.750g it.ict,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
golden delicius cat.i cal.75-80 orig.ita,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.5,False
mele pinova cat.i cal.80-85 orig.italia,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.2,False
mele golden melinda calibro 75 80 italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.1,False
mele stayman cat.i cal.85-90 orig.italia,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.3,True
percorso qualita mele granny smith italia cal. 75/80 cat. i conad,ortofrutta frutta fresca,01.1.6.3,True,12,mistral:latest,01.1.6.3,True
conad percorso qualita mele pinova italia cal. 70/75 2000 g,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.3,True
m.royal gala 65/70 vs.850g ita.ict,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
mele gradisca 75/80 vass.750g it.ic,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.1,False
m.cripps pink lady 75/80 800g it.ic,ortofrutta frutta fresca,01.1.6.3,True,12,mistral:latest,01.1.6.3,True
"m.royal mel.bio 65/75 kg.1,2 it.iic",ortofrutta frutta e verdure biologiche,01.1.6.3,True,1,mistral:latest,01.1.6.7,False
"mele gala italia cal.70/75 0,600 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
"""fuji""""i"""" 75-80 ita cpq vs.750g""",ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.5,False
"sapori & dintorni conad mele golden delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg",ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
mele golden melinda italia cal. 75/80 cat. i vassoio 800g melinda,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.1,False
percorso qualita mele red delicious italia val di non dop cal. 80/85 cat. i sapori e dintorni,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
mela renetta 80/85 melinda italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
mele nicoter kanzi 78/83 gr 800 italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
mele pink lady calibro 75 80 cile i categoria,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.1,False
percorso qualita mele golden delicious italia cal. 75/80 cat. l conad,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
f&v mele morghenduft it 80/85 al kg,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
conad cous cous 250 g,ortofrutta legumi e cereali,01.1.1.5,True,8,mistral:latest,01.1.1.5,True
nuova terra scelti per te cous cous 400 g,ortofrutta legumi e cereali,01.1.1.5,True,7,mistral:latest,01.1.1.5,True
cous cous 250 g conad,ortofrutta legumi e cereali,01.1.1.5,True,8,mistral:latest,01.1.1.5,True
patate novella orig. italia,ortofrutta verdure,01.1.7.5,True,5,mistral:latest,01.1.7.5,True
patate tondello vasc.1kg,ortofrutta verdure,01.1.7.5,True,8,mistral:latest,01.1.7.5,True
conad verso natura bio patate a pasta gialla bio colomba italia cal. 40/60 1000 g,ortofrutta verdure,01.1.7.5,True,4,mistral:latest,01.1.7.5,True
"selenella novella 1,5 kg",ortofrutta verdure,01.1.7.5,False,0,mistral:latest,01.1.7.1,False
"conad percorso qualita patate per tutti gli usi vivaldi italia cal. 45/75 2,0 kg",ortofrutta verdure,01.1.7.5,True,8,mistral:latest,01.1.7.5,True
"conad percorso qualita patate ideali per fritture vivaldi italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5,True,3,mistral:latest,01.1.7.9,False
"patate per tutti gli usi vivaldi italia cal. 45/75 1,5 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,True,8,mistral:latest,01.1.7.8,False
"conad percorso qualita patate per tutti gli usi colomba italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5,True,9,mistral:latest,01.1.7.5,True
"patate nov.iodi'kg.1,25 italia ict",ortofrutta verdure,01.1.7.5,True,6,mistral:latest,01.1.7.1,False
"patate della sila igp s&d ita 1,5kg",ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.5,True
"conad percorso qualita patate rosse labella italia cal. 45/75 1,5kg",ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
"patate rosse labella italia cal. 45/75 1,5kg percorso qualita conad",ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
patate avezzano igp italia i categoria kg 1.5,ortofrutta verdure,01.1.7.5,True,9,mistral:latest,01.1.7.5,True
patate alto viterbese igp kg 2 italia i categoria,ortofrutta verdure,01.1.7.5,True,9,mistral:latest,01.1.7.5,True
patate della sila igp rosse i categoria kg 1.5,ortofrutta frutta fresca,01.1.7.5,True,10,mistral:latest,01.1.7.2,False
"patate colomba italia cal. 45/75 2,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
patate rosse italia icategoria kg 1.5,ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.1,False
"patate novelle iodi kg. 1,5 italia",ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
patate italia cat. i,ortofrutta verdure,01.1.7.5,True,3,mistral:latest,01.1.7.5,True
patate dolci vasc.800g egitto i cat,ortofrutta verdure,01.1.7.5,True,7,mistral:latest,01.1.7.5,True
patate viola 500g italia i cat,ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.5,True
patate ita s.4kg,ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
patate dolci orig.stati uniti,ortofrutta verdure,01.1.7.5,True,11,mistral:latest,01.1.7.5,True
patate tondello italia cat. i vaschetta 1kg,ortofrutta verdure,01.1.7.5,True,11,mistral:latest,01.1.7.5,True
patate naturella x bollito kg 1.5 francia ii categoria,ortofrutta verdure,01.1.7.5,True,9,mistral:latest,01.1.7.5,True
"patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.8,False
"patate della sila kg 1,5 igp italia i categoria",ortofrutta verdure,01.1.7.5,True,9,mistral:latest,01.1.7.5,True
patate chef,ortofrutta verdure,01.1.7.5,True,1,mistral:latest,01.1.7.5,True
patate emiliane romagnole kg5,ortofrutta verdure,01.1.7.5,True,12,mistral:latest,01.1.7.5,True
patate piccoli ortolani francia cl45/75,ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.3,False
patate a pasta gialla bio colomba italia cal. 40/60 1000 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.5,True,8,mistral:latest,01.1.7.9,False
patate ita cpq.vb.4kg,ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.5,True
patate calabria rt.kg.3 it.i cat.,ortofrutta verdure,01.1.7.5,True,10,mistral:latest,01.1.7.1,False
"conad percorso qualita patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg",ortofrutta verdure,01.1.7.5,True,8,mistral:latest,01.1.7.8,False
opera pera abate 90 g,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.3,True
conad percorso qualita pere abate fetel italia cal. 65/70 850 g,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
conad percorso qualita pere williams italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pere abate cpq cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
conad percorso qualita pere williams rosso italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pere kaiser 70/75 vass.gr.750 it.ic,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
"conad verso natura bio pere william italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,True,3,mistral:latest,01.1.6.5,False
pere williams cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
conad percorso qualita pere kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pere decana cat.i cal.85-90 orig.ndl,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pere conference calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
sapori & dintorni conad percorso qualita pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
conad percorso qualita pere red bartlet argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.3,True
"conad verso natura bio pere abate italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,True,4,mistral:latest,01.1.4.2,False
pere abate 65/70 cile 750g i cat,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.5,False
pere coscia or.cile 45+ 500g icat,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
sapori & dintorni conad pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
conad percorso qualita pere williams italia cal. 65/70 1 kg,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pere coscia cile c.50/55 i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
pere coscia 500g orsero cile i cat,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.1,False
conad percorso qualita pere williams argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.3,True
pere abate cat.i cal.70-75 orig.sud africva,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.5,False
pere kaiser cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere williams cat.i cal.70/75 orig.argentina,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,09.3.2.1,False
abate f. i 60-65 ita cs.1kg.,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.1,False
conad percorso qualita pere williams argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
kaiser i 65-70 ita igp.vs.650g,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.1,False
"pere abate italia cal. 65/70 0,600 kg verso natura bio conad",ortofrutta frutta e verdure biologiche,01.1.6.3,True,8,mistral:latest,01.1.6.5,False
"abate i 65-70 ita igp.vs.0,80g",ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.1,False
conad percorso qualita pere max red bartlett argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere angelys 70/75 700g 4fr.it ict,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere rocha cal.65/70 portogallo ict,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
pere abate cal.65/70 cpq it.i cat.,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pere carmen c.55/65 c.ap.ita.i cat,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
pere conference 60+ italia i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pere abate calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere abate fetel cat.i cal.65-70 orig.cile,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere s.maria 65+ or.italia i cat.,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
conad percorso qualita pere williams italia cal. 65/70 1000 g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pere abate 75/75 cile i cat,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.5,False
pere coscia cat.i cal.50+ orig.italia,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere conference 65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pere abate vass.650g 60/65 ita.i ct,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 75/80 900 g,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
f&v pere conference ct i al kg,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pere decana cat.i cal.75/80 orig.cile,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.2,False
percorso qualita pere abate fetel italia cal. 70/75 cat. i conad,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pere coscia cal.50+ or.spagna icat,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.2,False
f&v pere decana padel.za 70/80 cera la al kg,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
conad cpq pere abate ct i al kg,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.4.5,False
pere abate cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere coscia calibro 50+ italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pere conference italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere coscia cile cal.50/55 i cat,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.3,True
pere kaiser 70/75 cpq italia i cat.,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
"conad percorso qualita pere abate fetel italia cal. 65/70 0,850 kg",ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.3,True
pere santa maria italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pera williams bianca cat.i cal.65-70 orig.sudafrica,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.3,True
pere abate 65/70 vassoio gr 750 cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
pere conference cat.i cal 70-75 orig.olanda,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
pere conference italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
pere abate it cti 55/65  kg1,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere kaiser cile cal.70+c.org.icat,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
conad percorso qualita pere williams italia cal. 65/70 mm 1000 g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pere abate estero cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.5,False
pere decana cal. 80/85 cat. i paesi bassi,ortofrutta frutta fresca,01.1.6.3,True,11,mistral:latest,01.1.6.3,True
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere carmen cal.65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
pere conference 70/75 italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,8,mistral:latest,01.1.6.3,True
pere coscia 45+ vs.500g or.cile ict,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.2,False
f&v pere coscia cile cti cl50/55 al kg,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pere coscia italia cal.45+ 3x4 ict*,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,99.9.9.9,False
pere decana ceralacca 75/80 it.icat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pere kaiser 65/70 conad pq italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pere conference 65/70 olanda icat,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
pere abate italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
conad percorso qualita pere william bianche argentina cal. 65/70 cat. i 650g,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.2,False
decana 75/80  i  cile  ct.,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.6.1,False
f&v pere coscia cile cal 55/60 cat i al kg,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pere s.maria i 60-65 ita vs.800gr,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
"conad percorso qualita pere max red barlett cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
p.williams rosse 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.1,False
p.williams verdi 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.1,False
"conad percorso qualita pere williams italia cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pere decana italia cal. 70/75 cat. i,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere carmen cat.i cal.70-75 orig.ita,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.2,False
pere abate cal.55/65 kg.1 it.ii cat,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.5,False
pere carmen cal.60/65 c.ap.ita.i ct,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.2,False
p.williams verdi 65/70 sud.afr.i ct,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.1,False
sapori & dintorni conad pesche saturnia delle colline marchigiane italia cal. a 500 g,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.5,False
pesca noce gialla cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pesca gialla cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.3.1,False
pesche percoche cal.aa cpq ita.i.ct,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.4.5,False
"conad verso natura bio nettarine gialle bio italia cal. a 0,750 kg",ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.2.1.0,False
pesca tabacchiera cal.a italia icat,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.6.1,False
conad percorso qualita nettarine gialle big bang italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.2,False
"conad verso natura bio pesche gialle bio cal. b 0,750 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,True,6,mistral:latest,01.1.4.2,False
pesche tabacchiera b spagna 3x4 ic,ortofrutta frutta fresca,01.1.6.3,True,1,mistral:latest,01.1.6.3,True
pesca tabacchiera cal.aa cpq it.ict,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.7.1,False
pesca tabacchiera aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.6.2,False
pesca noce gialle cat.i cal.a orig.cile,ortofrutta frutta fresca,01.1.6.3,True,4,mistral:latest,01.1.6.2,False
pesche gialle cal.aa cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pesche noci p.gialla aa cpq.it.icat,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pesche nettarine gialle italia cal. b cat. ii,ortofrutta frutta fresca,01.1.6.3,True,11,mistral:latest,01.1.6.3,True
pesca gialla i aa ita cpq pd.,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.6.1,False
pesche bianche a italia i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
percorso qualita pesche gialle italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.2,False
pesche bianche cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pesca tabacchiera aaa kg 1 terre sabine italia i,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.3.3,False
percorso qualita pesche gialle italia cal. a cat. i conad,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.2,False
pesche gialle aaa  italia i categoria,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
percorso qualita pesche bianche italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pesche gialle cal.a italia i cat.,ortofrutta frutta fresca,01.1.6.3,True,9,mistral:latest,01.1.6.3,True
pesche percoche cal.a or.it.i cat.,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.3,True
pesche bianche aa cpq i cat.italia,ortofrutta frutta fresca,01.1.6.3,True,7,mistral:latest,01.1.6.3,True
pesche tabacchiere bianche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,True,5,mistral:latest,01.1.6.3,True
pesca di leonforte igp a sicil.ic,ortofrutta frutta fresca,01.1.6.3,False,0,mistral:latest,01.1.6.2,False
pesche percoche aa spagna icat,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.3,True
"conad verso natura bio nettarine gialle bio cal. b 0,750 kg",ortofrutta frutta fresca,01.1.6.3,True,6,mistral:latest,01.1.6.3,True
pesche percoche b cest.ap.sp.i cat,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pesche gialle b cest.kg.1 it.i cat.,ortofrutta frutta fresca,01.1.6.3,True,11,mistral:latest,01.1.6.3,True
pesca noce gialla cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pesche percoche cal.aa it.i cat,ortofrutta frutta fresca,01.1.6.3,True,2,mistral:latest,01.1.6.3,True
pesche percoche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,True,3,mistral:latest,01.1.6.3,True
pesche gialle cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pesche noci p.bianca aa it.i cat,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
pesche noci p.gialla aa it.i cat.,ortofrutta frutta fresca,01.1.6.3,True,10,mistral:latest,01.1.6.3,True
