original_index,name,category,manual_code,correct_option,correct_n,llm,prediction,match
4472,radici di curcuma tha 80g biologico,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4473,radici di zenzero orig.cina/brasile,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4474,barbabietola fresca francia i cat,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
4475,sedano rapa orig.olanda,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.1,False
4476,sedano rapa olanda cat. i,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4477,conad percorso qualita finocchi italia cal. 80-100 650g,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.4,True
4478,finocchi italia cal. 80-100 650g percorso qualita conad,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.1,False
4479,finocchi provenienza italia i categoria,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4480,"""finocchi""""ii"""" itavs 500g biologico""",ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4481,finocchio selvatico ita vasch.30gr.,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,12.2.1.0,False
4482,finocchi ita vass.800g,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4483,finocchi italia cat. i,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4484,percorso qualita finocchi italia cat. i conad,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.4,True
4485,finocchi italia conad p.q.i cat,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.1,False
4486,finocchi italia cat. ii bio vassoio 600g,ortofrutta frutta e verdure biologiche,01.1.7.4,False,0,qwen2.5:32b,01.2.1.0,False
4487,finocchi bio vassoio italia ii categoria gr 600,ortofrutta frutta e verdure biologiche,01.1.7.4,False,0,qwen2.5:32b,01.2.1.0,False
4488,f&v finocchi ct ii al kg,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.4,True
4489,finocchi ita cpq 650g vassoio,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.1,False
4490,finocchi prov.italia i cat.,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4491,finocchi italia cat. i vassoio 800g,ortofrutta verdure,01.1.7.4,False,0,qwen2.5:32b,01.1.7.1,False
4492,"conad percorso qualita carote italia cal. 20/45 0,750 kg",ortofrutta verdure,01.1.7.4,True,8,qwen2.5:32b,01.1.7.4,True
4493,"carote italia cal. 20/45 0,750 kg percorso qualita conad",ortofrutta verdure,01.1.7.4,True,9,qwen2.5:32b,01.1.7.4,True
4494,"selenella la carota 0,600 kg",ortofrutta verdure,01.1.7.4,True,3,qwen2.5:32b,01.1.7.4,True
4495,carota ivi 250g,ortofrutta verdure,01.1.7.4,True,8,qwen2.5:32b,01.1.7.4,True
4496,carotine italia cat. i vassoio 250g,ortofrutta verdure,01.1.7.4,True,6,qwen2.5:32b,01.1.7.8,False
4497,carote vass.kg.1 conad.perc.qualita,ortofrutta verdure,01.1.7.4,True,10,qwen2.5:32b,01.1.7.8,False
4498,"conad percorso qualita cipolla bianca italia cal. 50/70 0,300 kg",ortofrutta verdure,01.1.7.4,True,4,qwen2.5:32b,01.1.7.4,True
4499,"conad percorso qualita cipolla dorata italia cal. 50/70 0,300 kg",ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4500,"conad percorso qualita cipolla dorata italia cal. 50/70 0,800 kg",ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4501,"conad percorso qualita cipolla rossa italia cal. 50/70 0,300 kg",ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4502,"conad percorso qualita cipolla rossa italia cal. 50/70 0,800 kg",ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4503,"conad percorso qualita cipolla bianca italia cal. 50/70 0,800 kg",ortofrutta verdure,01.1.7.4,True,4,qwen2.5:32b,01.1.7.4,True
4504,sapori & dintorni conad cipolla rossa di tropea calabria igp italia 500 g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4505,cipolle rosse treccia cann italia ii categoria gr 500,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4506,sapori & dintorni conad cipolla rossa di tropea calabria igp italia 250 g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4507,"cipolle dorate ""cannara"" gr 500 italia ii categoria",ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4508,cipolla borrettana cannara gr 500 italia i categoria,ortofrutta verdure,01.1.7.4,True,3,qwen2.5:32b,01.1.7.4,True
4509,cipolle dorate in rete kg 1 italia ii categoria,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4510,cipolle rosse germania i cat,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4511,cipolle dorate sfuse 70 80 italia i categoria,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4512,cipolla rossa in trecce orig.italia,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
4513,cipolle rosse treccia origine italia i categoria,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4514,cipolla agrodolce gr 500 cannara italia ii categoria,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4515,cipolla dorata (napoli) orig.italia,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.2.1.0,False
4516,cipolle dorate italia cat. i,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4517,cipolle borettane ita rt 500g(n.2),ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4518,cipolle rosse fresche it.i cat,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4519,sapori & dintorni conad percorso qualita cipolla rossa di tropea calabria igp italia cal. 60-80 500g,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4520,sapori & dintorni conad percorso qualita cipolla rossa di tropea calabria igp italia 250 g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4521,valfrutta cipollotto nocerino d.o.p. 250 g,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.2.1.0,False
4522,cipolle dorate italia 70/80 i cat,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.1.7.4,True
4523,conad percorso qualita aglio rosso secco spagna cal. 45/60 200 g,ortofrutta verdure,01.1.7.7,True,2,qwen2.5:32b,01.1.7.4,False
4524,aglio rosso secco percorso qualita percorso qualita conad,ortofrutta verdure,01.1.7.7,True,3,qwen2.5:32b,01.1.7.4,False
4525,sapori & dintorni conad percorso qualita aglio di voghiera dop italia cal. 45/65 150 g,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4526,conad verso natura bio aglio secco biologico spagna cal. 45/60 150 g,ortofrutta frutta e verdure biologiche,01.1.7.7,True,6,qwen2.5:32b,01.1.7.4,False
4527,percorso qualita aglio di voghiera dop italia cal. 45/65 150 g sapori & dintorni conad,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4528,aglio bianco umbria 200g. it.i cat.,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4529,aglio secco biologico spagna cal. 45/60 150 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.7,True,6,qwen2.5:32b,01.1.7.4,False
4530,conad percorso qualita aglio bianco secco italia cal. 45/46 200 g,ortofrutta verdure,01.1.7.7,True,2,qwen2.5:32b,01.1.7.4,False
4531,f.champ.tagliati cpq 300g.ita.i cat,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
4532,f.champignon tagliati it.200g extra,ortofrutta verdure,01.1.7.4,True,6,qwen2.5:32b,01.2.1.0,False
4533,conad percorso qualita aglio bianco secco spagna cal. 45/60 200 g,ortofrutta verdure,01.1.7.7,True,2,qwen2.5:32b,01.1.7.4,False
4534,aglio secco argentina bio ii cat,ortofrutta frutta e verdure biologiche,01.1.7.7,False,0,qwen2.5:32b,01.1.7.4,False
4535,f&v aglio ii vaschetta x 3,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.1.7.4,False
4536,aglio bianco vogh.dop 150g s&d ic,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4537,aglio rosso nubia categoria i nc gr.100,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4538,aglio bianco 55/65 200g spagna i c,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.2.1.0,False
4539,conad percorso qualita aglio bianco secco italia cal. 45/60 125 g,ortofrutta verdure,01.1.7.7,True,4,qwen2.5:32b,01.1.7.4,False
4540,aglio rosso spagna i categoria,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.1.7.4,False
4541,f&v aglio di nubia treccia x7 ct i al pz,ortofrutta verdure,01.1.7.7,False,0,qwen2.5:32b,01.1.7.4,False
4542,"""asparagi v.""""i""""12-16 per/mex 420g""",ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
4543,asparagi coltivati 500g italia ic,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
4544,asparagi coltivati 250g x16 ita.ict,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.2.1.0,False
4545,asparagi verdi italia cal. 10/16 cat. i conf. 500g,ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.1,True
4546,asparagi verdi cal. 22+ cat. i vassoio 420g,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.1,True
4547,asparagi colt.420g peru'v/aerea ict,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.4,False
4548,asparagi v. i 12-16 per 420 g.,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.1,True
4549,"""asparagi verdi""""i""""12-16 ita cpq.500g""",ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.1,True
4550,asparagi coltivati 420g peru i cat,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.2.1.0,False
4551,asparagi freschissimi italia i categoria gr 250,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.2.1.0,False
4552,asparagi  i 10-16 ita bio mz.500g,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.4,False
4553,asparagina coltivata gr.500,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.1.7.4,False
4554,"""asparagi verdi cpq""""i""""12-16 ita 500g""",ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.1,True
4555,"""asparagi verdi""""i""""5-10 cpq ita 500g""",ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.1,True
4556,asparagi coltivati 420g peru'icat,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.2.1.0,False
4557,conad percorso qualita asparagi verdi italia cal. 10/12 mm 500 g,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.1,True
4558,"""asparagi v.""""i""""10-16 ita mz.500g""",ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.1.7.1,True
4559,asparagi coltivati gr 500 italia i categoria,ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,01.2.1.0,False
4560,cuori di carciofo cpq 300g(4frutti),ortofrutta verdure,01.1.7.1,True,10,qwen2.5:32b,05.3.1.3,False
4561,carciofi violetti orig.italia i cat,ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.2.1.0,False
4562,"""carciofi""""i"""" ita (vs.x 4 frutti)""",ortofrutta verdure,01.1.7.1,True,5,qwen2.5:32b,01.1.7.8,False
4563,conad percorso qualita cuori di carciofo moretto italia 300 g,ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.8,False
4564,carciofi orig.italia,ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.2.1.0,False
4565,carciofo spinoso sardegna dop(2pz),ortofrutta verdure,01.1.7.1,True,6,qwen2.5:32b,01.2.1.0,False
4566,cuori di carciofo moretto italia 300 g percorso qualita conad,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.2.1.0,False
4567,cuore carciofo 4pz cpq 300g ita ict,ortofrutta verdure,01.1.7.1,True,12,qwen2.5:32b,01.1.7.1,True
4568,carciofi violetti italia cat. i,ortofrutta verdure,01.1.7.1,True,5,qwen2.5:32b,01.2.1.0,False
4569,carciofi madrigal italia i cat,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.2.1.0,False
4570,carciofi mammole italia cat. i,ortofrutta verdure,01.1.7.1,True,5,qwen2.5:32b,01.2.1.0,False
4571,f&v carciofi tema ii al pz.,ortofrutta verdure,01.1.7.1,True,1,qwen2.5:32b,01.1.7.4,False
4572,carciofi violetti vass.italia ii ct,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.2.1.0,False
4573,carciofi mammole rosse italia i cat,ortofrutta verdure,01.1.7.1,True,11,qwen2.5:32b,01.2.1.0,False
4574,carciofi thema or.italia i cat.,ortofrutta verdure,01.1.7.1,True,2,qwen2.5:32b,01.2.1.0,False
4575,violi cuori di carciofo 4 pz,ortofrutta verdure,01.1.7.1,True,8,qwen2.5:32b,01.1.7.4,False
4576,conad percorso qualita funghi champignon affettati 300 g,ortofrutta verdure,01.1.7.4,True,5,qwen2.5:32b,01.2.1.0,False
4577,conad percorso qualita funghi pleurotus italia 500 g,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.2.1.0,False
4578,conad percorso qualita funghi champignon bianco italia 500 g,ortofrutta verdure,01.1.7.4,True,7,qwen2.5:32b,01.2.1.0,False
4579,funghi champignon bianco italia 500 g percorso qualita conad,ortofrutta verdure,01.1.7.4,True,9,qwen2.5:32b,01.2.1.0,False
4580,conad percorso qualita funghi champignon bianco italia 300 g,ortofrutta verdure,01.1.7.4,True,7,qwen2.5:32b,01.2.1.0,False
4581,conad percorso qualita funghi champignon bianco italia cal. fiorone 500 g,ortofrutta verdure,01.1.7.4,True,8,qwen2.5:32b,01.2.1.0,False
4582,funghi champ.bistecca vs.300g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
4583,sapori & idee conad percorso qualita funghi coltivati affettati 200 g,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4584,funghi misti trifolati gr.250,ortofrutta verdure,01.1.7.4,True,7,qwen2.5:32b,01.2.1.0,False
4585,funghi portobello vass 300g it.i ct,ortofrutta verdure,01.1.7.4,True,5,qwen2.5:32b,01.2.1.0,False
4586,funghi cardoncelli vass.200g.i cat,ortofrutta verdure,01.1.7.4,True,3,qwen2.5:32b,01.2.1.0,False
4587,funghi affettato cpq ita vs.300g,ortofrutta verdure,01.1.7.4,True,1,qwen2.5:32b,01.2.1.0,False
4588,"conad percorso qualita funghi pleurotus coltivati italia 0,500 kg",ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.1.7.4,True
4589,funghi pioppini vass.200g it.i cat,ortofrutta verdure,01.1.7.4,True,2,qwen2.5:32b,01.2.1.0,False
4590,mr. fungo pioppino 250 g,ortofrutta verdure,01.1.7.4,True,4,qwen2.5:32b,01.2.1.0,False
4591,aromi da brodo ita vasc.300g,ortofrutta verdure,01.1.9.4,False,0,qwen2.5:32b,01.1.9.9,False
4592,menta ita cpq vasch.30g,ortofrutta verdure,01.1.9.4,False,0,qwen2.5:32b,01.1.7.4,False
4593,peperoncino rosso a mazzi 80g,ortofrutta verdure,01.1.9.4,True,1,qwen2.5:32b,01.2.1.0,False
4594,peper.piccante 100g italia i cat,ortofrutta verdure,01.1.9.4,True,2,qwen2.5:32b,01.2.1.0,False
4595,peperoncini piccanti vs 80g.ita.ic,ortofrutta verdure,01.1.9.4,True,1,qwen2.5:32b,01.2.1.0,False
4596,peperoncino piccante 100g,ortofrutta verdure,01.1.9.4,True,1,qwen2.5:32b,01.1.7.4,False
4597,peperoncino piccante x 10 pz italia,ortofrutta verdure,01.1.9.4,True,1,qwen2.5:32b,01.1.7.4,False
4598,conad percorso qualita le erbe aromatiche erba cipollina 30 g,ortofrutta verdure,01.1.9.4,True,1,qwen2.5:32b,01.1.7.1,False
4599,spianata piccante centro carni sila,formaggi e salumi salumi stagionati,01.1.2.3,False,0,qwen2.5:32b,01.1.2.2,False
4600,bresaola tagliere delle tradizioni,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4601,golfera il golfetta,formaggi e salumi salumi freschi,01.1.2.3,False,0,qwen2.5:32b,01.2.9.0,False
4602,speck tagliere delle tradizioni,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4603,salame napoli dolce galbani,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,05.6.1.9,False
4604,prosciutto cotto gran biscotto rovagnati,formaggi e salumi salumi freschi,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4605,pancetta stagionata coppata sgrassata- sal aurora,formaggi e salumi salumi stagionati,01.1.2.3,True,12,qwen2.5:32b,01.1.9.9,False
4606,bresaola punta d'anca igp s&d,formaggi e salumi salumi freschi,01.1.2.3,True,11,qwen2.5:32b,01.1.2.2,False
4607,prosciutto crudo take away,formaggi e salumi salumi confezionati,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4608,salame milano take away,formaggi e salumi salumi confezionati,01.1.2.3,True,6,qwen2.5:32b,01.1.9.9,False
4609,rosa dell'angelo prosciutto cotto nostrano,formaggi e salumi salumi confezionati,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4610,golfetta salame golfera,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4611,conad prosciutto cotto di alta qualita nazionale circa 9 kg,formaggi e salumi salumi freschi,01.1.2.3,True,10,qwen2.5:32b,01.2.9.0,False
4612,prosciutto cotto di alta qualita conad,formaggi e salumi salumi freschi,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4613,rosa dell'angelo bresaola origine italia,formaggi e salumi salumi confezionati,01.1.2.3,True,7,qwen2.5:32b,01.1.2.2,False
4614,rosa dell'angelo pancetta nostrana,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.2.9.0,False
4615,salame ungherese galbani,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,05.6.1.9,False
4616,sapori & dintorni conad bresaola della valtellina i.g.p. punta d'anca,formaggi e salumi salumi stagionati,01.1.2.3,True,6,qwen2.5:32b,01.1.9.9,False
4617,mortadella bologna igp esselusso veroni,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.1.2.2,False
4618,salame napoli take away,formaggi e salumi salumi confezionati,01.1.2.3,True,8,qwen2.5:32b,01.1.9.9,False
4619,mortadella santo villani con pist.,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4620,salame napoli fiorucci,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4621,salame milano galbani,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,05.6.1.9,False
4622,mortadella tagliere d/tradizioni,formaggi e salumi salumi confezionati,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4623,conad mortadella bologna igp,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4624,pancetta steccata salumificio piroli,formaggi e salumi salumi stagionati,01.1.2.3,True,11,qwen2.5:32b,01.1.2.2,False
4625,salame felino cavalier boschi,formaggi e salumi salumi stagionati,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4626,salame piccante tagliere tradizioni,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4627,pancetta a fette di suino,carne suina,01.1.2.3,True,9,qwen2.5:32b,01.1.2.2,False
4628,prosciutto cotto per toast conad,formaggi e salumi salumi confezionati,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4629,bresaola della valtellina igp punta d'anca sapori & dintorni conad,formaggi e salumi salumi stagionati,01.1.2.3,True,9,qwen2.5:32b,01.1.6.3,False
4630,prosciutto cotto praga coscia suino italiano gardani qualitaoro,formaggi e salumi salumi freschi,01.1.2.3,True,12,qwen2.5:32b,01.2.9.0,False
4631,pancetta tesa tranci valtiberino,formaggi e salumi salumi confezionati,01.1.2.3,True,11,qwen2.5:32b,01.1.9.9,False
4632,sapori & dintorni conad pancetta piacentina dop,formaggi e salumi salumi stagionati,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4633,conad prosciutto cotto di alta qualita circa 7 kg,formaggi e salumi salumi freschi,01.1.2.3,True,11,qwen2.5:32b,15.3.2.0,False
4634,mortadella bologna casa modena .,formaggi e salumi salumi freschi,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4635,rosa dell'angelo mortadella,formaggi e salumi salumi confezionati,01.1.2.3,True,5,qwen2.5:32b,01.2.9.0,False
4636,prosciutto cotto alta qualita',formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4637,pancetta fresca di suino senza cotenna,carne suina,01.1.2.3,True,5,qwen2.5:32b,01.1.2.2,False
4638,bresaola manzo igp sap.&dint.t.away,formaggi e salumi salumi confezionati,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4639,mortadella bologna igp conad,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,01.1.2.2,False
4640,bresaola punta d'anca take away,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4641,prosciutto cotto parmacotto alta qualita,formaggi e salumi salumi freschi,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4642,pancetta artigianale sapori & dintorni,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4643,salame napoli tagliere d/tradizioni,formaggi e salumi salumi confezionati,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4644,mortadella bologna i.g.p. con pistacchio casa modena,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4645,conad salame cacciatore italiano dop,formaggi e salumi salumi stagionati,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4646,bresaola equina salumificio francia corta,formaggi e salumi salumi stagionati,01.1.2.3,True,6,qwen2.5:32b,01.1.2.2,False
4647,prosciutto crudo di parma dop s&d 20 mesi disossato,formaggi e salumi salumi stagionati,01.1.2.3,True,11,qwen2.5:32b,13.1.1.1,False
4648,salame milano citterio,formaggi e salumi salumi freschi,01.1.2.3,True,5,qwen2.5:32b,01.2.9.0,False
4649,pancetta affumicata moser .,formaggi e salumi salumi stagionati,01.1.2.3,True,11,qwen2.5:32b,15.3.2.0,False
4650,salame spianata piccante s.vincenzo,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4651,castello salame milano citterio,formaggi e salumi salumi freschi,01.1.2.3,True,2,qwen2.5:32b,01.2.9.0,False
4652,prosciutto cotto di alta qualita parmacotto,formaggi e salumi salumi freschi,01.1.2.3,True,11,qwen2.5:32b,15.3.2.0,False
4653,salame contadino pistacchio,formaggi e salumi salumi confezionati,01.1.2.3,True,8,qwen2.5:32b,01.1.2.2,False
4654,prosciutto cotto san giovanni capitelli,formaggi e salumi salumi freschi,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4655,mortadella suprema fiorucci,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4656,rosa dell'angelo salame felino igp,formaggi e salumi salumi confezionati,01.1.2.3,True,6,qwen2.5:32b,01.1.2.2,False
4657,pancetta arrotol.picc.san vincenzo,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.1.2.2,False
4658,salamella ariccina cioli dolce,formaggi e salumi salumi confezionati,01.1.2.3,True,4,qwen2.5:32b,01.2.9.0,False
4659,salame napoli franchi,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4660,prosciutto cotto pallina fiorucci,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,15.3.2.0,False
4661,salame cascina bortolotti .,formaggi e salumi salumi stagionati,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4662,mortadella take away,formaggi e salumi salumi confezionati,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4663,mortadella fiorucci suprema con pistacchi,formaggi e salumi salumi freschi,01.1.2.3,True,3,qwen2.5:32b,01.1.2.2,False
4664,salame pirolo filzetta salumificio pirolo,formaggi e salumi salumi stagionati,01.1.2.3,True,9,qwen2.5:32b,15.3.2.0,False
4665,mortadella santo villani special,formaggi e salumi salumi freschi,01.1.2.3,True,6,qwen2.5:32b,01.2.9.0,False
4666,guanciale  stagionato aromatizzato fumagalli,formaggi e salumi salumi stagionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4667,salame fresco di suino a fette .,carne suina,01.1.2.3,True,5,qwen2.5:32b,05.6.1.9,False
4668,pancetta di calabria dop picc.madeo,formaggi e salumi salumi confezionati,01.1.2.3,True,10,qwen2.5:32b,01.1.2.2,False
4669,salame ungherese villani,formaggi e salumi salumi freschi,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4670,prosciutto crudo parma dop s&d devodier stagionatura 24 mesi,formaggi e salumi salumi stagionati,01.1.2.3,True,10,qwen2.5:32b,13.9.0.1,False
4671,pancetta affumicata salumificio trentino,formaggi e salumi salumi stagionati,01.1.2.3,True,11,qwen2.5:32b,01.1.9.9,False
4672,salamella ariccina cioli piccante,formaggi e salumi salumi confezionati,01.1.2.3,True,6,qwen2.5:32b,01.1.2.2,False
4673,capocollo piccante,formaggi e salumi salumi freschi,01.1.2.3,True,9,qwen2.5:32b,01.2.9.0,False
4674,deli prosciutto cotto delicato di alta qualita rovagnati,formaggi e salumi salumi freschi,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4675,capocollo dolce madeo s.v.,formaggi e salumi salumi freschi,01.1.2.3,True,4,qwen2.5:32b,01.1.2.2,False
4676,"salame ""pistacchio"" renzini s.v.",formaggi e salumi salumi confezionati,01.1.2.3,True,7,qwen2.5:32b,01.2.9.0,False
4677,prosciutto cotto alta qualita gelsomino riva,formaggi e salumi salumi freschi,01.1.2.3,True,11,qwen2.5:32b,15.3.2.0,False
4678,pancetta coppata nazionale villani,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,01.2.9.0,False
4679,mortadella galbanella augustissima,formaggi e salumi salumi freschi,01.1.2.3,True,8,qwen2.5:32b,01.1.2.2,False
4680,prosciutto cotto alta qualitat.a.,formaggi e salumi salumi confezionati,01.1.2.3,True,9,qwen2.5:32b,15.3.2.0,False
